locality,state,postcode,count,latitude,longitude
Kangaroo Flat,VIC,3555,6710,-36.8011,144.238
North Ryde,NSW,2113,6709,-33.7947,151.1271
Campbellfield,VIC,3061,6704,-37.6653,144.9597
Kilsyth,VIC,3137,6698,-37.8057,145.3169
Fawkner,VIC,3060,6697,-37.7056,144.9684
Beenleigh,QLD,4207,6689,-27.7157,153.1958
Concord,NSW,2137,6676,-33.8581,151.1047
Parkdale,VIC,3195,6675,-37.9921,145.0806
Yarrawonga,VIC,3730,6654,-36.0152,146.0171
Marsden,QLD,4132,6638,-27.6763,153.0972
Duncraig,WA,6023,6634,-31.8335,115.7768
Sebastopol,VIC,3356,6631,-37.5959,143.8361
Coombabah,QLD,4216,6631,-27.9061,153.3815
Clarkson,WA,6030,6620,-31.6862,115.7259
Windsor,VIC,3181,6619,-37.8541,144.992
Arundel,QLD,4214,6616,-27.9392,153.365
Claremont,WA,6010,6608,-31.9817,115.7812
Sans Souci,NSW,2219,6598,-33.9933,151.135
Sylvania,NSW,2224,6595,-34.0142,151.102
Mount Gravatt East,QLD,4122,6595,-27.5323,153.0852
Runaway Bay,QLD,4216,6591,-27.9182,153.3996
Beaumaris,VIC,3193,6583,-37.9824,145.04
Bassendean,WA,6054,6579,-31.9044,115.9468
Mudgeeraba,QLD,4213,6555,-28.0882,153.3631
West Pennant Hills,NSW,2125,6548,-33.7469,151.0363
Merewether,NSW,2291,6530,-32.9424,151.7507
Caulfield South,VIC,3162,6509,-37.8939,145.0248
Springwood,QLD,4127,6506,-27.6213,153.135
Wantirna,VIC,3152,6503,-37.853,145.2296
Camp Hill,QLD,4152,6488,-27.4933,153.0764
Kingaroy,QLD,4610,6486,-26.5381,151.8425
Newcastle,NSW,2300,6473,-32.9275,151.7774
Wellard,WA,6170,6466,-32.2655,115.834
Cranebrook,NSW,2749,6464,-33.7184,150.7115
Minto,NSW,2566,6462,-34.0292,150.8508
Box Hill North,VIC,3129,6452,-37.8069,145.1288
Artarmon,NSW,2064,6435,-33.8102,151.1843
Carlton,NSW,2218,6433,-33.9704,151.122
Runcorn,QLD,4113,6432,-27.5986,153.0759
Brassall,QLD,4305,6426,-27.5895,152.7355
Wynnum West,QLD,4178,6410,-27.452,153.1534
Burpengary East,QLD,4505,6401,-27.1461,152.9924
Landsdale,WA,6065,6383,-31.8084,115.8635
Melton South,VIC,3338,6382,-37.7074,144.5704
Kingsgrove,NSW,2208,6380,-33.9394,151.0995
Bateau Bay,NSW,2261,6375,-33.3843,151.4711
Moree,NSW,2400,6360,-29.4646,149.8379
Hillside,VIC,3037,6357,-37.692,144.7441
Cairns City,QLD,4870,6357,-16.9211,145.7742
Margaret River,WA,6285,6355,-33.9585,115.0714
Prestons,NSW,2170,6351,-33.9448,150.8699
Northmead,NSW,2152,6349,-33.7885,150.9935
Taringa,QLD,4068,6339,-27.4937,152.9823
Albion Park,NSW,2527,6333,-34.5823,150.7759
Bellevue Hill,NSW,2023,6329,-33.883,151.2578
Oxenford,QLD,4210,6322,-27.9097,153.3071
Piara Waters,WA,6112,6313,-32.1333,115.9178
Moorabbin,VIC,3189,6312,-37.9409,145.0547
Greenfields,WA,6210,6309,-32.5276,115.76
Wanneroo,WA,6065,6290,-31.7559,115.8072
Tullamarine,VIC,3043,6286,-37.7021,144.8738
Logan Reserve,QLD,4133,6274,-27.7096,153.1089
Joondalup,WA,6027,6273,-31.7373,115.7671
Kingscliff,NSW,2487,6263,-28.261,153.5729
Mordialloc,VIC,3195,6253,-38.0009,145.0932
Seaton,SA,5023,6250,-34.8932,138.5137
Bathurst,NSW,2795,6236,-33.4187,149.5763
Newtown,QLD,4350,6233,-27.5561,151.9337
Sunshine,VIC,3020,6226,-37.788,144.835
Bargara,QLD,4670,6223,-24.8283,152.4638
Manor Lakes,VIC,3024,6219,-37.8704,144.5945
Taylors Lakes,VIC,3038,6219,-37.6992,144.7869
Shailer Park,QLD,4128,6219,-27.651,153.1772
Turramurra,NSW,2074,6218,-33.732,151.1301
Innaloo,WA,6018,6216,-31.8922,115.7945
Woonona,NSW,2517,6212,-34.3467,150.9077
Braybrook,VIC,3019,6210,-37.7864,144.8544
Everton Park,QLD,4053,6208,-27.4008,152.988
Burwood East,VIC,3151,6201,-37.8529,145.1472
Pymble,NSW,2073,6190,-33.7439,151.1416
Norwood,SA,5067,6170,-34.9212,138.6318
Kelmscott,WA,6111,6165,-32.1203,116.0162
Tewantin,QLD,4565,6161,-26.3928,153.0279
Aldinga Beach,SA,5173,6161,-35.2814,138.4556
Kedron,QLD,4031,6160,-27.4042,153.0306
Paddington,QLD,4064,6160,-27.4605,152.9986
Rooty Hill,NSW,2766,6159,-33.7717,150.839
Macquarie Fields,NSW,2564,6155,-33.9917,150.8905
Newtown,VIC,3220,6143,-38.1534,144.338
Phillip,ACT,2606,6134,-35.345,149.0883
Thurgoona,NSW,2640,6125,-36.0469,146.9924
Mayfield,NSW,2304,6121,-32.8979,151.7381
Narrabeen,NSW,2101,6118,-33.7174,151.2955
Roselands,NSW,2196,6110,-33.9328,151.0764
Brighton-le-sands,NSW,2216,6109,-33.9597,151.1539
Bairnsdale,VIC,3875,6107,-37.8282,147.609
Hallam,VIC,3803,6099,-38.0062,145.2703
Ayr,QLD,4807,6097,-19.5706,147.4086
Midland,WA,6056,6074,-31.8866,116.0107
Manly West,QLD,4179,6072,-27.4662,153.1677
Wyoming,NSW,2250,6062,-33.4064,151.3604
Chester Hill,NSW,2162,6060,-33.8792,150.9988
Panania,NSW,2213,6058,-33.9551,151.0006
Inverloch,VIC,3996,6058,-38.6334,145.7225
Donvale,VIC,3111,6057,-37.7913,145.1844
Spearwood,WA,6163,6056,-32.1043,115.7844
North Adelaide,SA,5006,6052,-34.9073,138.5979
Somerville,VIC,3912,6046,-38.2286,145.1772
Ermington,NSW,2115,6044,-33.8122,151.0587
Moama,NSW,2731,6044,-36.0965,144.7515
Griffin,QLD,4503,6040,-27.2654,153.0279
Oakleigh,VIC,3166,6028,-37.9006,145.0946
Wellington Point,QLD,4160,6027,-27.4973,153.2379
Yarrabilba,QLD,4207,6012,-27.8092,153.1181
Lindfield,NSW,2070,6009,-33.7779,151.1663
Five Dock,NSW,2046,5970,-33.867,151.1284
Alkimos,WA,6038,5957,-31.6171,115.6854
Harristown,QLD,4350,5953,-27.5779,151.93
The Ponds,NSW,2769,5946,-33.7061,150.9042
Colac,VIC,3250,5944,-38.3407,143.5843
Annandale,NSW,2038,5942,-33.882,151.1707
Bendigo,VIC,3550,5930,-36.7581,144.2786
Yamba,NSW,2464,5925,-29.4338,153.3426
Deanside,VIC,3336,5925,-37.7271,144.7047
Petersham,NSW,2049,5924,-33.8948,151.1553
Alfredton,VIC,3350,5909,-37.5562,143.7993
Tuncurry,NSW,2428,5898,-32.1718,152.4941
Kelvin Grove,QLD,4059,5892,-27.4507,153.0128
Port Kennedy,WA,6172,5884,-32.3607,115.7561
Canterbury,NSW,2193,5879,-33.9132,151.1161
Nedlands,WA,6009,5874,-31.9789,115.8058
Aveley,WA,6069,5871,-31.7821,115.9891
Caringbah South,NSW,2229,5866,-34.0535,151.1214
Norlane,VIC,3214,5855,-38.0905,144.3532
Moranbah,QLD,4744,5833,-22.0024,148.0531
Bowen Hills,QLD,4006,5827,-27.4484,153.0359
Atherton,QLD,4883,5823,-17.2645,145.4834
Kingston,ACT,2604,5811,-35.3152,149.1452
Currumbin Waters,QLD,4223,5810,-28.1493,153.4665
Benowa,QLD,4217,5809,-28.0054,153.3854
North Perth,WA,6006,5803,-31.9273,115.8538
Woollahra,NSW,2025,5802,-33.8867,151.2423
Hobart,TAS,7000,5801,-42.8821,147.3251
Forest Hill,VIC,3131,5795,-37.839,145.1708
Donnybrook,VIC,3064,5790,-37.5418,144.9862
Gosford,NSW,2250,5789,-33.4254,151.3422
Yanchep,WA,6035,5786,-31.5463,115.6398
Avondale Heights,VIC,3034,5785,-37.7615,144.8623
High Wycombe,WA,6057,5785,-31.941,116.0041
West Busselton,WA,6280,5768,-33.6593,115.3249
Greenslopes,QLD,4120,5761,-27.5085,153.0489
Rozelle,NSW,2039,5757,-33.8636,151.1707
Elizabeth Bay,NSW,2011,5756,-33.8715,151.2273
Brookvale,NSW,2100,5756,-33.7635,151.2702
Meadow Heights,VIC,3048,5754,-37.6509,144.9197
Yeppoon,QLD,4703,5753,-23.1303,150.7381
Bulleen,VIC,3105,5752,-37.7693,145.0923
Elanora,QLD,4221,5752,-28.1328,153.4535
Port Douglas,QLD,4877,5743,-16.5024,145.4655
Dapto,NSW,2530,5726,-34.5019,150.7942
Moorebank,NSW,2170,5723,-33.9355,150.9489
Ulladulla,NSW,2539,5722,-35.357,150.4678
Golden Square,VIC,3555,5718,-36.7731,144.2511
Frenchs Forest,NSW,2086,5714,-33.7479,151.2276
Moss Vale,NSW,2577,5713,-34.5495,150.3737
Murrumbeena,VIC,3163,5709,-37.8951,145.07
Kingston,QLD,4114,5701,-27.6563,153.1111
Campbelltown,SA,5074,5701,-34.8816,138.6629
Dunsborough,WA,6281,5698,-33.6182,115.105
Sippy Downs,QLD,4556,5697,-26.7229,153.0602
Forbes,NSW,2871,5696,-33.3802,148.0062
Airport West,VIC,3042,5696,-37.7239,144.8822
Gordon,NSW,2072,5690,-33.7552,151.1512
Gracemere,QLD,4702,5690,-23.4496,150.4582
Kiama,NSW,2533,5689,-34.6751,150.8496
Diamond Creek,VIC,3089,5681,-37.6724,145.1543
Gisborne,VIC,3437,5681,-37.4964,144.5963
Main Beach,QLD,4217,5681,-27.9785,153.4271
Portarlington,VIC,3223,5680,-38.1179,144.6509
Deniliquin,NSW,2710,5675,-35.5296,144.9596
Condell Park,NSW,2200,5673,-33.9237,151.012
Parkville,VIC,3052,5671,-37.7841,144.9481
Kearneys Spring,QLD,4350,5669,-27.5998,151.9425
Kingsley,WA,6026,5667,-31.8104,115.7984
Oakleigh South,VIC,3167,5666,-37.9237,145.0945
Leppington,NSW,2179,5663,-33.9758,150.8048
Coburg North,VIC,3058,5647,-37.7267,144.9683
Chelsea,VIC,3196,5644,-38.0501,145.1204
South Bunbury,WA,6230,5641,-33.3475,115.6346
Edmondson Park,NSW,2174,5617,-33.9612,150.8571
Butler,WA,6036,5611,-31.6424,115.7041
New Lambton,NSW,2305,5606,-32.9264,151.7133
Maryborough,VIC,3465,5597,-37.0449,143.7392
Maidstone,VIC,3012,5596,-37.7837,144.8745
Edmonton,QLD,4869,5595,-17.0234,145.7343
Ringwood East,VIC,3135,5594,-37.8125,145.2522
Scarborough,QLD,4020,5593,-27.2044,153.1115
Windsor,QLD,4030,5579,-27.434,153.0309
Bayswater North,VIC,3153,5577,-37.8276,145.281
Kincumber,NSW,2251,5576,-33.4695,151.3965
Leeton,NSW,2705,5566,-34.5486,146.3994
Cannington,WA,6107,5554,-32.0158,115.9366
Strathpine,QLD,4500,5540,-27.3011,152.9876
Magill,SA,5072,5526,-34.908,138.6747
Matraville,NSW,2036,5524,-33.959,151.2341
Roma,QLD,4455,5524,-26.5705,148.7859
Hallett Cove,SA,5158,5521,-35.0743,138.5098
Mount Duneed,VIC,3217,5514,-38.2258,144.3254
Figtree,NSW,2525,5513,-34.4339,150.8529
Mosman Park,WA,6012,5484,-32.0126,115.7623
Port Augusta,SA,5700,5462,-32.4958,137.7769
Doonside,NSW,2767,5446,-33.7622,150.8733
The Entrance,NSW,2261,5444,-33.3452,151.4974
Kelso,NSW,2795,5443,-33.409,149.6113
Crows Nest,NSW,2065,5439,-33.8262,151.2027
Waikiki,WA,6169,5438,-32.3155,115.7551
Kilmore,VIC,3764,5433,-37.2985,144.9499
Chadstone,VIC,3148,5426,-37.8812,145.1001
Southern River,WA,6110,5425,-32.0996,115.9534
Flemington,VIC,3031,5412,-37.7852,144.9283
Tuart Hill,WA,6060,5412,-31.8972,115.8349
Macleod,VIC,3085,5400,-37.7223,145.0719
Wetherill Park,NSW,2164,5381,-33.8484,150.9021
Paradise Point,QLD,4216,5381,-27.8819,153.3961
Chirnside Park,VIC,3116,5364,-37.752,145.3171
Success,WA,6164,5350,-32.142,115.8507
North Bondi,NSW,2026,5339,-33.8851,151.2784
Croydon Park,NSW,2133,5336,-33.8969,151.1042
Zillmere,QLD,4034,5334,-27.358,153.0407
Tarragindi,QLD,4121,5310,-27.5261,153.045
Happy Valley,SA,5159,5301,-35.0857,138.5752
Narrabri,NSW,2390,5298,-30.329,149.7783
Nambucca Heads,NSW,2448,5297,-30.6464,152.9952
Salisbury,SA,5108,5294,-34.7644,138.6419
Blackburn South,VIC,3130,5289,-37.8391,145.1458
Melton,VIC,3337,5288,-37.6837,144.584
Safety Beach,VIC,3936,5288,-38.316,144.996
Freshwater,NSW,2096,5287,-33.7768,151.2839
Thornton,NSW,2322,5285,-32.7757,151.6444
Bli Bli,QLD,4560,5283,-26.6129,153.0302
City,ACT,2601,5256,-35.2811,149.1294
Riverstone,NSW,2765,5249,-33.6776,150.8693
Belmont,WA,6104,5247,-31.9485,115.9328
Warners Bay,NSW,2282,5245,-32.9722,151.6502
Bulimba,QLD,4171,5239,-27.4501,153.0584
Chipping Norton,NSW,2170,5238,-33.9199,150.9588
St Leonards,VIC,3223,5235,-38.1782,144.7076
Crestmead,QLD,4132,5226,-27.6899,153.0895
Vermont South,VIC,3133,5224,-37.8548,145.185
Killara,NSW,2071,5223,-33.7666,151.1587
Cloverdale,WA,6105,5223,-31.9621,115.9436
Mountain Creek,QLD,4557,5222,-26.704,153.1024
Roseville,NSW,2069,5219,-33.7843,151.1821
Golden Grove,SA,5125,5217,-34.7832,138.7101
Bardon,QLD,4065,5210,-27.4598,152.9818
Lennox Head,NSW,2478,5205,-28.8005,153.5894
Cairns North,QLD,4870,5192,-16.9086,145.7617
Andergrove,QLD,4740,5189,-21.0945,149.1841
Glenwood,NSW,2768,5186,-33.7354,150.9341
Palmyra,WA,6157,5186,-32.0427,115.7859
Bridgeman Downs,QLD,4035,5182,-27.3547,152.9965
Wollstonecraft,NSW,2065,5172,-33.8313,151.1968
Castlemaine,VIC,3450,5165,-37.0645,144.2174
Newport,NSW,2106,5159,-33.6564,151.3156
Long Jetty,NSW,2261,5158,-33.359,151.4874
Clontarf,QLD,4019,5151,-27.2474,153.0856
Loganlea,QLD,4131,5150,-27.6775,153.1302
Mitchelton,QLD,4053,5149,-27.4111,152.9718
Murrumba Downs,QLD,4503,5149,-27.2681,153.0121
Tugun,QLD,4224,5148,-28.1464,153.4921
Hillarys,WA,6025,5145,-31.8084,115.7453
Urraween,QLD,4655,5139,-25.2962,152.8235
Medowie,NSW,2318,5135,-32.7407,151.8705
Bossley Park,NSW,2176,5133,-33.8616,150.8843
Wavell Heights,QLD,4012,5128,-27.3926,153.0484
Doubleview,WA,6018,5126,-31.8947,115.7815
Warner,QLD,4500,5125,-27.3048,152.9516
Queanbeyan,ACT,2620,5120,-35.3521,149.2297
Croydon,NSW,2132,5118,-33.881,151.1159
South Penrith,NSW,2750,5117,-33.7734,150.6996
Geelong West,VIC,3218,5115,-38.1398,144.3449
Oxley,QLD,4075,5103,-27.5599,152.9742
Howrah,TAS,7018,5099,-42.8842,147.4092
Balgowlah,NSW,2093,5091,-33.7943,151.2624
Launceston,TAS,7250,5077,-41.4389,147.1404
Vaucluse,NSW,2030,5076,-33.8578,151.2794
Cannonvale,QLD,4802,5075,-20.2823,148.6921
Murwillumbah,NSW,2484,5069,-28.3318,153.382
Kippa-ring,QLD,4021,5065,-27.2249,153.0841
Sanctuary Point,NSW,2540,5046,-35.1042,150.6259
Stafford,QLD,4053,5041,-27.4093,153.0134
East Brisbane,QLD,4169,5033,-27.4837,153.0446
Vermont,VIC,3133,5031,-37.8376,145.1987
Norman Gardens,QLD,4701,5028,-23.3309,150.5292
Salisbury North,SA,5108,5022,-34.7464,138.6271
Gungahlin,ACT,2912,5015,-35.183,149.1364
Caloundra,QLD,4551,5015,-26.8035,153.1311
Brighton,QLD,4017,5014,-27.2992,153.0566
Broadbeach Waters,QLD,4218,5013,-28.0283,153.4188
Mackay,QLD,4740,5011,-21.1448,149.1846
Woolloomooloo,NSW,2011,4999,-33.8713,151.2191
Avalon Beach,NSW,2107,4998,-33.6296,151.3274
Acacia Ridge,QLD,4110,4997,-27.5849,153.0228
Pascoe Vale South,VIC,3044,4988,-37.7427,144.9391
Brabham,WA,6055,4982,-31.8234,115.9713
Applecross,WA,6153,4974,-32.014,115.8389
Aberfoyle Park,SA,5159,4972,-35.0701,138.6004
Oatley,NSW,2223,4968,-33.9818,151.077
Ballarat Central,VIC,3350,4965,-37.5626,143.8504
Taylors Hill,VIC,3037,4954,-37.7151,144.7528
Beverly Hills,NSW,2209,4952,-33.9494,151.0793
Greenway,ACT,2900,4942,-35.4172,149.0692
Harkness,VIC,3337,4940,-37.6635,144.5572
Sunnybank,QLD,4109,4940,-27.5776,153.0602
Dingley Village,VIC,3172,4937,-37.9806,145.1274
Raceview,QLD,4305,4936,-27.6389,152.7765
Carseldine,QLD,4034,4928,-27.3466,153.0164
Summer Hill,NSW,2130,4926,-33.8916,151.1375
Winston Hills,NSW,2153,4924,-33.7764,150.9815
Ararat,VIC,3377,4924,-37.2831,142.9304
Waitara,NSW,2077,4918,-33.7085,151.1055
Bacchus Marsh,VIC,3340,4917,-37.6728,144.43
Northam,WA,6401,4900,-31.6542,116.6714
Dandenong South,VIC,3175,4899,-38.0228,145.2167
Tamborine Mountain,QLD,4272,4898,-27.9351,153.196
Trinity Beach,QLD,4879,4889,-16.7922,145.6953
Doveton,VIC,3177,4876,-37.9899,145.2389
Banksia Grove,WA,6031,4874,-31.6959,115.8061
Karrinyup,WA,6018,4864,-31.875,115.7776
Double Bay,NSW,2028,4849,-33.877,151.243
Caboolture South,QLD,4510,4848,-27.0952,152.9454
North Ward,QLD,4810,4847,-19.2491,146.8091
Boondall,QLD,4034,4844,-27.3515,153.0615
Beaudesert,QLD,4285,4842,-27.9891,153.0039
Margate,QLD,4019,4841,-27.2428,153.1044
Ingle Farm,SA,5098,4828,-34.8281,138.645
Wiley Park,NSW,2195,4820,-33.9238,151.0678
Warriewood,NSW,2102,4806,-33.6866,151.2935
Albury,NSW,2640,4805,-36.0765,146.9156
Hope Valley,SA,5090,4803,-34.8424,138.6991
Erina,NSW,2250,4801,-33.4382,151.3922
Yeronga,QLD,4104,4800,-27.5153,153.0137
Chinchilla,QLD,4413,4799,-26.7461,150.6294
Woodcroft,SA,5162,4793,-35.1037,138.5561
Stanmore,NSW,2048,4790,-33.8927,151.1667
Little Mountain,QLD,4551,4789,-26.783,153.0943
Ormond,VIC,3204,4776,-37.9036,145.0423
Mooroopna,VIC,3629,4776,-36.3884,145.3479
Tingalpa,QLD,4173,4774,-27.4753,153.1318
Springvale South,VIC,3172,4768,-37.9705,145.1498
Cottesloe,WA,6011,4762,-31.9941,115.7582
Loganholme,QLD,4129,4761,-27.6819,153.1835
Montmorency,VIC,3094,4756,-37.7187,145.1246
Belmont,NSW,2280,4755,-33.0317,151.6566
Gymea,NSW,2227,4749,-34.0346,151.0856
Encounter Bay,SA,5211,4748,-35.5716,138.5963
Dawesville,WA,6211,4743,-32.6306,115.6346
Kalkallo,VIC,3064,4742,-37.5256,144.9603
Beveridge,VIC,3753,4728,-37.4747,144.9621
Sydenham,VIC,3037,4725,-37.6999,144.7656
Redlynch,QLD,4870,4716,-16.9104,145.6943
Kyneton,VIC,3444,4715,-37.2456,144.457
Kenmore,QLD,4069,4714,-27.5148,152.939
Palmview,QLD,4553,4714,-26.7402,153.0556
Ettalong Beach,NSW,2257,4713,-33.5144,151.3335
Warnbro,WA,6169,4712,-32.3385,115.7578
Torquay,QLD,4655,4707,-25.29,152.871
Springwood,NSW,2777,4703,-33.6996,150.5689
Teneriffe,QLD,4005,4703,-27.4557,153.0477
Claremont,TAS,7011,4700,-42.7903,147.2463
Heidelberg,VIC,3084,4699,-37.7531,145.067
Healesville,VIC,3777,4697,-37.6562,145.52
Menai,NSW,2234,4686,-34.0134,151.0133
South West Rocks,NSW,2431,4686,-30.8951,153.0407
Heidelberg West,VIC,3081,4682,-37.7397,145.0438
Beckenham,WA,6107,4681,-32.0219,115.9605
Hughesdale,VIC,3166,4680,-37.8982,145.0818
Glenvale,QLD,4350,4680,-27.5645,151.9054
Kardinya,WA,6163,4674,-32.066,115.8154
Cammeray,NSW,2062,4670,-33.8224,151.2128
Lakes Entrance,VIC,3909,4670,-37.8702,148.001
Cooma,NSW,2630,4662,-36.2309,149.1272
Bellbird Park,QLD,4300,4655,-27.6377,152.8836
Goodna,QLD,4300,4652,-27.612,152.8912
Leumeah,NSW,2560,4651,-34.0539,150.8372
Macleay Island,QLD,4184,4643,-27.6101,153.36
Capel Sound,VIC,3940,4640,-38.37,144.8753
Stirling,WA,6021,4635,-31.8849,115.8122
Griffith,ACT,2603,4632,-35.3228,149.139
Parkinson,QLD,4115,4601,-27.6357,153.0314
Belrose,NSW,2085,4596,-33.727,151.2157
Ngunnawal,ACT,2913,4595,-35.1716,149.1102
Heathmont,VIC,3135,4593,-37.8298,145.243
Kelso,QLD,4815,4588,-19.3836,146.7254
Box Hill South,VIC,3128,4574,-37.8361,145.1216
Rothwell,QLD,4022,4573,-27.2134,153.0508
Corowa,NSW,2646,4566,-35.9989,146.3832
Cootamundra,NSW,2590,4558,-34.6385,148.0241
Fairy Meadow,NSW,2519,4555,-34.3933,150.8937
Wishart,QLD,4122,4555,-27.555,153.0993
Gorokan,NSW,2263,4553,-33.2549,151.5064
Canley Vale,NSW,2166,4548,-33.8871,150.9441
Seymour,VIC,3660,4547,-37.0263,145.1463
Rangeville,QLD,4350,4547,-27.5841,151.9782
Victor Harbor,SA,5211,4547,-35.5514,138.6164
Salisbury East,SA,5109,4536,-34.7832,138.6626
Collie,WA,6225,4533,-33.3534,116.1563
Secret Harbour,WA,6173,4531,-32.4057,115.7605
Durack,QLD,4077,4529,-27.5877,152.9852
Warwick Farm,NSW,2170,4521,-33.9138,150.9297
Green Valley,NSW,2168,4514,-33.9026,150.8674
Underwood,QLD,4119,4511,-27.6072,153.1112
Bibra Lake,WA,6163,4508,-32.0991,115.8192
Gregory Hills,NSW,2557,4505,-34.0287,150.7761
Strathalbyn,SA,5255,4505,-35.2566,138.8932
Carlisle,WA,6101,4502,-31.979,115.9178
Highfields,QLD,4352,4499,-27.458,151.9446
Peregian Springs,QLD,4573,4496,-26.4974,153.0721
Berserker,QLD,4701,4494,-23.3633,150.5281
Findon,SA,5023,4493,-34.9001,138.5317
Glenelg North,SA,5045,4493,-34.9709,138.5192
North Rocks,NSW,2151,4487,-33.7781,151.0136
Cameron Park,NSW,2285,4481,-32.9102,151.6074
Hunters Hill,NSW,2110,4469,-33.8315,151.1457
Gatton,QLD,4343,4469,-27.5648,152.279
Kewdale,WA,6105,4467,-31.9746,115.936
Cobram,VIC,3644,4461,-35.921,145.6525
Nuriootpa,SA,5355,4451,-34.4678,138.9934
Golden Beach,QLD,4551,4447,-26.8206,153.1188
Blairgowrie,VIC,3942,4445,-38.3674,144.7738
Greenwood,WA,6024,4441,-31.8272,115.8037
Kialla,VIC,3631,4440,-36.4254,145.3959
Kyabram,VIC,3620,4437,-36.3144,145.0465
Athelstone,SA,5076,4437,-34.8711,138.7026
Ascot,QLD,4007,4423,-27.4314,153.0648
Beecroft,NSW,2119,4419,-33.752,151.0618
Regents Park,QLD,4118,4410,-27.6773,153.042
Knoxfield,VIC,3180,4409,-37.8889,145.2498
Kurunjang,VIC,3337,4407,-37.6644,144.5886
Corrimal,NSW,2518,4406,-34.3705,150.8975
Alexandra Headland,QLD,4572,4406,-26.6701,153.1057
Frenchville,QLD,4701,4397,-23.3478,150.5422
North Richmond,NSW,2754,4396,-33.5792,150.7122
Rosanna,VIC,3084,4396,-37.7403,145.0693
Bella Vista,NSW,2153,4394,-33.7392,150.954
Thornleigh,NSW,2120,4391,-33.7255,151.0811
Dalyellup,WA,6230,4381,-33.3984,115.6232
Auchenflower,QLD,4066,4380,-27.4745,152.996
Bunbury,WA,6230,4376,-33.3267,115.6375
Falcon,WA,6210,4373,-32.5802,115.6619
Leeming,WA,6149,4372,-32.0745,115.8643
Wilsonton,QLD,4350,4370,-27.5425,151.9181
Townsville City,QLD,4810,4369,-19.2601,146.8156
Heidelberg Heights,VIC,3081,4368,-37.7432,145.0533
Harrisdale,WA,6112,4368,-32.1208,115.9317
Naracoorte,SA,5271,4363,-36.9585,140.7434
Cooranbong,NSW,2265,4359,-33.0749,151.4555
Clifton Springs,VIC,3222,4357,-38.1569,144.5688
Coopers Plains,QLD,4108,4349,-27.5668,153.0388
Holland Park,QLD,4121,4349,-27.5189,153.07
Emu Plains,NSW,2750,4347,-33.7515,150.6604
North Tamworth,NSW,2340,4344,-31.071,150.9208
Mount Pleasant,WA,6153,4343,-32.0253,115.8485
Brookfield,VIC,3338,4340,-37.6977,144.5513
Mount Evelyn,VIC,3796,4339,-37.7856,145.3819
Toronto,NSW,2283,4337,-33.0127,151.588
Harrington Park,NSW,2567,4332,-34.026,150.7375
Craigmore,SA,5114,4331,-34.6994,138.7099
Jordan Springs,NSW,2747,4327,-33.727,150.7355
Ulverstone,TAS,7315,4327,-41.1609,146.1776
Pooraka,SA,5095,4326,-34.8262,138.6245
Collingwood Park,QLD,4301,4324,-27.6236,152.8565
Glenelg,SA,5045,4324,-34.98,138.5139
West Lakes,SA,5021,4322,-34.8752,138.4946
Collaroy,NSW,2097,4316,-33.7333,151.299
Fairfield,VIC,3078,4315,-37.7757,145.0193
Sorrento,VIC,3943,4310,-38.3451,144.7438
Browns Plains,QLD,4118,4310,-27.6614,153.0547
Keilor Downs,VIC,3038,4305,-37.7204,144.8011
Mount Annan,NSW,2567,4302,-34.0588,150.7582
Meadowbank,NSW,2114,4300,-33.8179,151.0903
Highgate Hill,QLD,4101,4299,-27.4871,153.0171
Greenwith,SA,5125,4297,-34.769,138.7116
Chapel Hill,QLD,4069,4296,-27.4988,152.9491
Mount Louisa,QLD,4814,4292,-19.2761,146.7361
Fairfield West,NSW,2165,4289,-33.8681,150.9247
Anglesea,VIC,3230,4287,-38.4107,144.1814
Taigum,QLD,4018,4287,-27.3438,153.0454
Berkeley Vale,NSW,2261,4284,-33.3439,151.4361
Canley Heights,NSW,2166,4282,-33.8831,150.9248
Flagstaff Hill,SA,5159,4276,-35.0522,138.5883
Cardiff,NSW,2285,4273,-32.9412,151.6596
South Tamworth,NSW,2340,4269,-31.1102,150.9144
Jimboomba,QLD,4280,4265,-27.8384,153.0389
Glen Innes,NSW,2370,4256,-29.74,151.7328
Wonthaggi,VIC,3995,4255,-38.6076,145.5935
Waterford West,QLD,4133,4253,-27.6881,153.1244
Bomaderry,NSW,2541,4248,-34.8451,150.6041
Glenfield,NSW,2167,4230,-33.9717,150.8963
Molendinar,QLD,4214,4228,-27.9739,153.3649
Cornubia,QLD,4130,4226,-27.6663,153.2053
East Fremantle,WA,6158,4223,-32.0397,115.7672
Albert Park,VIC,3206,4222,-37.8445,144.9529
Richmond,NSW,2753,4221,-33.5989,150.7522
Bonbeach,VIC,3196,4221,-38.0627,145.1244
Pelican Waters,QLD,4551,4221,-26.8331,153.1031
Whyalla Norrie,SA,5608,4220,-33.0252,137.5404
Girrawheen,WA,6064,4217,-31.8412,115.8398
Goondiwindi,QLD,4390,4215,-28.5359,150.3092
Merimbula,NSW,2548,4213,-36.8905,149.9092
Rochedale,QLD,4123,4204,-27.5738,153.118
Bray Park,QLD,4500,4203,-27.2923,152.9683
Seville Grove,WA,6112,4203,-32.1357,115.9893
Wentworth Falls,NSW,2782,4200,-33.7106,150.373
Eaton,WA,6232,4199,-33.3162,115.7155
Tumut,NSW,2720,4197,-35.3088,148.2223
Hamlyn Terrace,NSW,2259,4187,-33.2541,151.4733
